pvt_bundle,band_code,kvco_interval,kvco_hz_per_v,fvco_hz,fref_hz,n_div,trim_code,icp_a,fc_hz,pm_deg,fc_ceiling_hz,meets_ceiling,meets_pm45
fast,11,mid,5.901992e+08,8.068929e+08,1.100000e+07,73,5u,5.032486e-06,1.710267e+06,56.631,1.100000e+06,no,yes
fast,11,mid,5.901992e+08,8.068929e+08,1.100000e+07,73,10u,1.005123e-05,2.951371e+06,47.401,1.100000e+06,no,yes
fast,11,mid,5.901992e+08,8.068929e+08,1.100000e+07,73,20u,2.007734e-05,4.711580e+06,36.297,1.100000e+06,no,no
fast,11,mid,5.901992e+08,8.068929e+08,1.100000e+07,73,40u,4.010720e-05,7.106989e+06,26.617,1.100000e+06,no,no
fast,11,mid,5.901992e+08,8.068929e+08,1.100000e+07,73,80u,8.011615e-05,1.038359e+07,19.149,1.100000e+06,no,no
fast,11,top,3.798637e+08,1.448013e+09,1.300000e+07,111,2.5u,2.519932e-06,4.608959e+05,50.342,1.300000e+06,yes,yes
fast,11,top,3.798637e+08,1.448013e+09,1.300000e+07,111,5u,5.032486e-06,8.114313e+05,58.131,1.300000e+06,yes,yes
fast,11,top,3.798637e+08,1.448013e+09,1.300000e+07,111,10u,1.005123e-05,1.482436e+06,57.987,1.300000e+06,no,yes
fast,11,top,3.798637e+08,1.448013e+09,1.300000e+07,111,20u,2.007734e-05,2.604555e+06,50.004,1.300000e+06,no,yes
fast,11,top,3.798637e+08,1.448013e+09,1.300000e+07,111,40u,4.010720e-05,4.233038e+06,38.931,1.300000e+06,no,no
fast,11,top,3.798637e+08,1.448013e+09,1.300000e+07,111,80u,8.011615e-05,6.456744e+06,28.764,1.300000e+06,no,no
fast,11,top,3.798637e+08,1.448013e+09,1.600000e+07,91,2.5u,2.519932e-06,5.381942e+05,53.156,1.600000e+06,yes,yes
fast,11,top,3.798637e+08,1.448013e+09,1.600000e+07,91,5u,5.032486e-06,9.642824e+05,59.021,1.600000e+06,yes,yes
fast,11,top,3.798637e+08,1.448013e+09,1.600000e+07,91,10u,1.005123e-05,1.754986e+06,56.335,1.600000e+06,no,yes
fast,11,top,3.798637e+08,1.448013e+09,1.600000e+07,91,20u,2.007734e-05,3.018375e+06,46.910,1.600000e+06,no,yes
fast,11,top,3.798637e+08,1.448013e+09,1.600000e+07,91,40u,4.010720e-05,4.803702e+06,35.822,1.600000e+06,no,no
fast,11,top,3.798637e+08,1.448013e+09,1.600000e+07,91,80u,8.011615e-05,7.232092e+06,26.237,1.600000e+06,no,no
fast,11,top,3.798637e+08,1.448013e+09,1.900000e+07,76,2.5u,2.519932e-06,6.229024e+05,55.366,1.900000e+06,yes,yes
fast,11,top,3.798637e+08,1.448013e+09,1.900000e+07,76,5u,5.032486e-06,1.129047e+06,59.180,1.900000e+06,yes,yes
fast,11,top,3.798637e+08,1.448013e+09,1.900000e+07,76,10u,1.005123e-05,2.036255e+06,54.332,1.900000e+06,no,yes
fast,11,top,3.798637e+08,1.448013e+09,1.900000e+07,76,20u,2.007734e-05,3.430182e+06,43.999,1.900000e+06,no,no
fast,11,top,3.798637e+08,1.448013e+09,1.900000e+07,76,40u,4.010720e-05,5.366078e+06,33.123,1.900000e+06,no,no
fast,11,top,3.798637e+08,1.448013e+09,1.900000e+07,76,80u,8.011615e-05,7.997951e+06,24.107,1.900000e+06,no,no
fast,11,top,3.798637e+08,1.448013e+09,2.200000e+07,66,2.5u,2.519932e-06,7.007655e+05,56.802,2.200000e+06,yes,yes
fast,11,top,3.798637e+08,1.448013e+09,2.200000e+07,66,5u,5.032486e-06,1.277285e+06,58.869,2.200000e+06,yes,yes
fast,11,top,3.798637e+08,1.448013e+09,2.200000e+07,66,10u,1.005123e-05,2.279739e+06,52.492,2.200000e+06,no,yes
fast,11,top,3.798637e+08,1.448013e+09,2.200000e+07,66,20u,2.007734e-05,3.777810e+06,41.703,2.200000e+06,no,no
fast,11,top,3.798637e+08,1.448013e+09,2.200000e+07,66,40u,4.010720e-05,5.838773e+06,31.104,2.200000e+06,no,no
fast,11,top,3.798637e+08,1.448013e+09,2.200000e+07,66,80u,8.011615e-05,8.643488e+06,22.545,2.200000e+06,no,no
