pvt_bundle,band_code,kvco_interval,kvco_hz_per_v,fvco_hz,fref_hz,n_div,trim_code,icp_a,fc_hz,pm_deg,fc_ceiling_hz,meets_ceiling,meets_pm45
typ,00,mid,2.031675e+08,5.940320e+08,7.500000e+06,79,20u,2.006843e-05,2.224006e+06,50.842,7.500000e+05,no,yes
typ,00,mid,2.031675e+08,5.940320e+08,7.500000e+06,79,40u,4.008966e-05,3.637290e+06,39.830,7.500000e+05,no,no
typ,00,mid,2.031675e+08,5.940320e+08,7.500000e+06,79,80u,8.007441e-05,5.570559e+06,29.515,7.500000e+05,no,no
typ,00,mid,2.031675e+08,5.940320e+08,9.000000e+06,66,2.5u,2.517839e-06,4.519357e+05,52.125,9.000000e+05,yes,yes
typ,00,mid,2.031675e+08,5.940320e+08,9.000000e+06,66,5u,5.029259e-06,8.049022e+05,58.769,9.000000e+05,yes,yes
typ,00,mid,2.031675e+08,5.940320e+08,9.000000e+06,66,10u,1.004607e-05,1.468361e+06,57.034,9.000000e+05,no,yes
typ,00,mid,2.031675e+08,5.940320e+08,9.000000e+06,66,20u,2.006843e-05,2.546712e+06,48.100,9.000000e+05,no,yes
typ,00,mid,2.031675e+08,5.940320e+08,9.000000e+06,66,40u,4.008966e-05,4.084448e+06,36.983,9.000000e+05,no,no
typ,00,mid,2.031675e+08,5.940320e+08,9.000000e+06,66,80u,8.007441e-05,6.177803e+06,27.171,9.000000e+05,no,no
typ,00,top,2.059677e+08,8.491888e+08,7.500000e+06,113,2.5u,2.517839e-06,3.067472e+05,44.004,7.500000e+05,yes,no
typ,00,top,2.059677e+08,8.491888e+08,7.500000e+06,113,5u,5.029259e-06,5.167443e+05,54.336,7.500000e+05,yes,yes
typ,00,top,2.059677e+08,8.491888e+08,7.500000e+06,113,10u,1.004607e-05,9.320831e+05,59.181,7.500000e+05,no,yes
typ,00,top,2.059677e+08,8.491888e+08,7.500000e+06,113,20u,2.006843e-05,1.689801e+06,55.357,7.500000e+05,no,yes
typ,00,top,2.059677e+08,8.491888e+08,7.500000e+06,113,40u,4.008966e-05,2.875771e+06,45.417,7.500000e+05,no,yes
typ,00,top,2.059677e+08,8.491888e+08,7.500000e+06,113,80u,8.007441e-05,4.534995e+06,34.417,7.500000e+05,no,no
typ,00,top,2.059677e+08,8.491888e+08,9.000000e+06,94,2.5u,2.517839e-06,3.496066e+05,46.979,9.000000e+05,yes,yes
typ,00,top,2.059677e+08,8.491888e+08,9.000000e+06,94,5u,5.029259e-06,6.015645e+05,56.377,9.000000e+05,yes,yes
typ,00,top,2.059677e+08,8.491888e+08,9.000000e+06,94,10u,1.004607e-05,1.095134e+06,59.008,9.000000e+05,no,yes
typ,00,top,2.059677e+08,8.491888e+08,9.000000e+06,94,20u,2.006843e-05,1.961912e+06,53.092,9.000000e+05,no,yes
typ,00,top,2.059677e+08,8.491888e+08,9.000000e+06,94,40u,4.008966e-05,3.268070e+06,42.423,9.000000e+05,no,no
typ,00,top,2.059677e+08,8.491888e+08,9.000000e+06,94,80u,8.007441e-05,5.069158e+06,31.730,9.000000e+05,no,no
typ,00,top,2.059677e+08,8.491888e+08,1.100000e+07,77,2.5u,2.517839e-06,4.054658e+05,50.082,1.100000e+06,yes,yes
typ,00,top,2.059677e+08,8.491888e+08,1.100000e+07,77,5u,5.029259e-06,7.127338e+05,58.021,1.100000e+06,yes,yes
typ,00,top,2.059677e+08,8.491888e+08,1.100000e+07,77,10u,1.004607e-05,1.302273e+06,58.098,1.100000e+06,no,yes
typ,00,top,2.059677e+08,8.491888e+08,1.100000e+07,77,20u,2.006843e-05,2.292021e+06,50.259,1.100000e+06,no,yes
typ,00,top,2.059677e+08,8.491888e+08,1.100000e+07,77,40u,4.008966e-05,3.732079e+06,39.200,1.100000e+06,no,no
typ,00,top,2.059677e+08,8.491888e+08,1.100000e+07,77,80u,8.007441e-05,5.699255e+06,28.989,1.100000e+06,no,no
typ,00,top,2.059677e+08,8.491888e+08,1.300000e+07,65,2.5u,2.517839e-06,4.623529e+05,52.527,1.300000e+06,yes,yes
typ,00,top,2.059677e+08,8.491888e+08,1.300000e+07,65,5u,5.029259e-06,8.254673e+05,58.878,1.300000e+06,yes,yes
typ,00,top,2.059677e+08,8.491888e+08,1.300000e+07,65,10u,1.004607e-05,1.504749e+06,56.775,1.300000e+06,no,yes
typ,00,top,2.059677e+08,8.491888e+08,1.300000e+07,65,20u,2.006843e-05,2.601538e+06,47.644,1.300000e+06,no,yes
typ,00,top,2.059677e+08,8.491888e+08,1.300000e+07,65,40u,4.008966e-05,4.159846e+06,36.533,1.300000e+06,no,no
typ,00,top,2.059677e+08,8.491888e+08,1.300000e+07,65,80u,8.007441e-05,6.280261e+06,26.808,1.300000e+06,no,no
typ,11,low,1.168361e+08,5.290136e+08,4.500000e+06,118,2.5u,2.517839e-06,2.060874e+05,34.336,4.500000e+05,yes,no
typ,11,low,1.168361e+08,5.290136e+08,4.500000e+06,118,5u,5.029259e-06,3.248366e+05,45.330,4.500000e+05,yes,yes
typ,11,low,1.168361e+08,5.290136e+08,4.500000e+06,118,10u,1.004607e-05,5.524527e+05,55.297,4.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,4.500000e+06,118,20u,2.006843e-05,1.001282e+06,59.185,4.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,4.500000e+06,118,40u,4.008966e-05,1.806780e+06,54.401,4.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,4.500000e+06,118,80u,8.007441e-05,3.045503e+06,44.092,4.500000e+05,no,no
typ,11,low,1.168361e+08,5.290136e+08,5.500000e+06,96,2.5u,2.517839e-06,2.344668e+05,37.501,5.500000e+05,yes,no
typ,11,low,1.168361e+08,5.290136e+08,5.500000e+06,96,5u,5.029259e-06,3.773331e+05,48.617,5.500000e+05,yes,yes
typ,11,low,1.168361e+08,5.290136e+08,5.500000e+06,96,10u,1.004607e-05,6.567576e+05,57.314,5.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,5.500000e+06,96,20u,2.006843e-05,1.198979e+06,58.625,5.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,5.500000e+06,96,40u,4.008966e-05,2.129351e+06,51.656,5.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,5.500000e+06,96,80u,8.007441e-05,3.504411e+06,40.738,5.500000e+05,no,no
typ,11,low,1.168361e+08,5.290136e+08,6.500000e+06,81,2.5u,2.517839e-06,2.617831e+05,40.205,6.500000e+05,yes,no
typ,11,low,1.168361e+08,5.290136e+08,6.500000e+06,81,5u,5.029259e-06,4.292310e+05,51.181,6.500000e+05,yes,yes
typ,11,low,1.168361e+08,5.290136e+08,6.500000e+06,81,10u,1.004607e-05,7.599673e+05,58.461,6.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,6.500000e+06,81,20u,2.006843e-05,1.388079e+06,57.576,6.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,6.500000e+06,81,40u,4.008966e-05,2.424582e+06,49.128,6.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,6.500000e+06,81,80u,8.007441e-05,3.915608e+06,38.021,6.500000e+05,no,no
typ,11,low,1.168361e+08,5.290136e+08,7.500000e+06,71,2.5u,2.517839e-06,2.859317e+05,42.340,7.500000e+05,yes,no
typ,11,low,1.168361e+08,5.290136e+08,7.500000e+06,71,5u,5.029259e-06,4.759742e+05,53.023,7.500000e+05,yes,yes
typ,11,low,1.168361e+08,5.290136e+08,7.500000e+06,71,10u,1.004607e-05,8.523134e+05,58.994,7.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,7.500000e+06,71,20u,2.006843e-05,1.551974e+06,56.428,7.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,7.500000e+06,71,40u,4.008966e-05,2.672211e+06,47.060,7.500000e+05,no,yes
typ,11,low,1.168361e+08,5.290136e+08,7.500000e+06,71,80u,8.007441e-05,4.256525e+06,35.968,7.500000e+05,no,no
typ,11,mid,4.966209e+08,7.130507e+08,6.500000e+06,110,2.5u,2.517839e-06,6.174680e+05,56.675,6.500000e+05,yes,yes
typ,11,mid,4.966209e+08,7.130507e+08,6.500000e+06,110,5u,5.029259e-06,1.125194e+06,58.915,6.500000e+05,no,yes
typ,11,mid,4.966209e+08,7.130507e+08,6.500000e+06,110,10u,1.004607e-05,2.010721e+06,52.675,6.500000e+05,no,yes
typ,11,mid,4.966209e+08,7.130507e+08,6.500000e+06,110,20u,2.006843e-05,3.337351e+06,41.920,6.500000e+05,no,no
typ,11,mid,4.966209e+08,7.130507e+08,6.500000e+06,110,40u,4.008966e-05,5.163689e+06,31.291,6.500000e+05,no,no
typ,11,mid,4.966209e+08,7.130507e+08,6.500000e+06,110,80u,8.007441e-05,7.648420e+06,22.690,6.500000e+05,no,no
typ,11,mid,4.966209e+08,7.130507e+08,7.500000e+06,95,2.5u,2.517839e-06,6.994833e+05,57.873,7.500000e+05,yes,yes
typ,11,mid,4.966209e+08,7.130507e+08,7.500000e+06,95,5u,5.029259e-06,1.277940e+06,58.233,7.500000e+05,no,yes
typ,11,mid,4.966209e+08,7.130507e+08,7.500000e+06,95,10u,1.004607e-05,2.253915e+06,50.585,7.500000e+05,no,yes
typ,11,mid,4.966209e+08,7.130507e+08,7.500000e+06,95,20u,2.006843e-05,3.679016e+06,39.551,7.500000e+05,no,no
typ,11,mid,4.966209e+08,7.130507e+08,7.500000e+06,95,40u,4.008966e-05,5.627645e+06,29.280,7.500000e+05,no,no
typ,11,mid,4.966209e+08,7.130507e+08,7.500000e+06,95,80u,8.007441e-05,8.283537e+06,21.154,7.500000e+05,no,no
typ,11,mid,4.966209e+08,7.130507e+08,9.000000e+06,79,2.5u,2.517839e-06,8.205701e+05,58.854,9.000000e+05,yes,yes
typ,11,mid,4.966209e+08,7.130507e+08,9.000000e+06,79,5u,5.029259e-06,1.496062e+06,56.838,9.000000e+05,no,yes
typ,11,mid,4.966209e+08,7.130507e+08,9.000000e+06,79,10u,1.004607e-05,2.588355e+06,47.753,9.000000e+05,no,yes
typ,11,mid,4.966209e+08,7.130507e+08,9.000000e+06,79,20u,2.006843e-05,4.141723e+06,36.640,9.000000e+05,no,no
typ,11,mid,4.966209e+08,7.130507e+08,9.000000e+06,79,40u,4.008966e-05,6.256113e+06,26.893,9.000000e+05,no,no
typ,11,mid,4.966209e+08,7.130507e+08,9.000000e+06,79,80u,8.007441e-05,9.146725e+06,19.356,9.000000e+05,no,no
typ,11,mid,4.966209e+08,7.130507e+08,1.100000e+07,65,2.5u,2.517839e-06,9.732569e+05,59.199,1.100000e+06,yes,yes
typ,11,mid,4.966209e+08,7.130507e+08,1.100000e+07,65,5u,5.029259e-06,1.759547e+06,54.791,1.100000e+06,no,yes
typ,11,mid,4.966209e+08,7.130507e+08,1.100000e+07,65,10u,1.004607e-05,2.977276e+06,44.619,1.100000e+06,no,no
typ,11,mid,4.966209e+08,7.130507e+08,1.100000e+07,65,20u,2.006843e-05,4.673830e+06,33.683,1.100000e+06,no,no
typ,11,mid,4.966209e+08,7.130507e+08,1.100000e+07,65,40u,4.008966e-05,6.980293e+06,24.544,1.100000e+06,no,no
typ,11,mid,4.966209e+08,7.130507e+08,1.100000e+07,65,80u,8.007441e-05,1.014500e+07,17.609,1.100000e+06,no,no
typ,11,top,3.286114e+08,1.260528e+09,1.100000e+07,115,2.5u,2.517839e-06,4.265018e+05,51.061,1.100000e+06,yes,yes
typ,11,top,3.286114e+08,1.260528e+09,1.100000e+07,115,5u,5.029259e-06,7.545325e+05,58.417,1.100000e+06,yes,yes
typ,11,top,3.286114e+08,1.260528e+09,1.100000e+07,115,10u,1.004607e-05,1.378214e+06,57.639,1.100000e+06,no,yes
typ,11,top,3.286114e+08,1.260528e+09,1.100000e+07,115,20u,2.006843e-05,2.409433e+06,49.257,1.100000e+06,no,yes
typ,11,top,3.286114e+08,1.260528e+09,1.100000e+07,115,40u,4.008966e-05,3.895009e+06,38.151,1.100000e+06,no,no
typ,11,top,3.286114e+08,1.260528e+09,1.100000e+07,115,80u,8.007441e-05,5.920453e+06,28.123,1.100000e+06,no,no
typ,11,top,3.286114e+08,1.260528e+09,1.300000e+07,97,2.5u,2.517839e-06,4.875849e+05,53.422,1.300000e+06,yes,yes
typ,11,top,3.286114e+08,1.260528e+09,1.300000e+07,97,5u,5.029259e-06,8.750849e+05,59.070,1.300000e+06,yes,yes
typ,11,top,3.286114e+08,1.260528e+09,1.300000e+07,97,10u,1.004607e-05,1.591582e+06,56.128,1.300000e+06,no,yes
typ,11,top,3.286114e+08,1.260528e+09,1.300000e+07,97,20u,2.006843e-05,2.731101e+06,46.579,1.300000e+06,no,yes
typ,11,top,3.286114e+08,1.260528e+09,1.300000e+07,97,40u,4.008966e-05,4.337568e+06,35.505,1.300000e+06,no,no
typ,11,top,3.286114e+08,1.260528e+09,1.300000e+07,97,80u,8.007441e-05,6.521949e+06,25.985,1.300000e+06,no,no
typ,11,top,3.286114e+08,1.260528e+09,1.600000e+07,79,2.5u,2.517839e-06,5.765470e+05,55.859,1.600000e+06,yes,yes
typ,11,top,3.286114e+08,1.260528e+09,1.600000e+07,79,5u,5.029259e-06,1.047446e+06,59.122,1.600000e+06,yes,yes
typ,11,top,3.286114e+08,1.260528e+09,1.600000e+07,79,10u,1.004607e-05,1.883485e+06,53.758,1.600000e+06,no,yes
typ,11,top,3.286114e+08,1.260528e+09,1.600000e+07,79,20u,2.006843e-05,3.156086e+06,43.253,1.600000e+06,no,no
typ,11,top,3.286114e+08,1.260528e+09,1.600000e+07,79,40u,4.008966e-05,4.917283e+06,32.458,1.600000e+06,no,no
typ,11,top,3.286114e+08,1.260528e+09,1.600000e+07,79,80u,8.007441e-05,7.311844e+06,23.590,1.600000e+06,no,no
typ,11,top,3.286114e+08,1.260528e+09,1.900000e+07,66,2.5u,2.517839e-06,6.709087e+05,57.514,1.900000e+06,yes,yes
typ,11,top,3.286114e+08,1.260528e+09,1.900000e+07,66,5u,5.029259e-06,1.225188e+06,58.503,1.900000e+06,yes,yes
typ,11,top,3.286114e+08,1.260528e+09,1.900000e+07,66,10u,1.004607e-05,2.170869e+06,51.299,1.900000e+06,no,yes
typ,11,top,3.286114e+08,1.260528e+09,1.900000e+07,66,20u,2.006843e-05,3.562944e+06,40.335,1.900000e+06,no,no
typ,11,top,3.286114e+08,1.260528e+09,1.900000e+07,66,40u,4.008966e-05,5.470055e+06,29.937,1.900000e+06,no,no
typ,11,top,3.286114e+08,1.260528e+09,1.900000e+07,66,80u,8.007441e-05,8.067619e+06,21.654,1.900000e+06,no,no
slow,00,low,6.354232e+07,4.643229e+08,4.500000e+06,103,2.5u,2.517044e-06,1.586935e+05,30.835,4.500000e+05,yes,no
slow,00,low,6.354232e+07,4.643229e+08,4.500000e+06,103,5u,5.028064e-06,2.448855e+05,41.391,4.500000e+05,yes,no
slow,00,low,6.354232e+07,4.643229e+08,4.500000e+06,103,10u,1.004412e-05,4.049285e+05,52.226,4.500000e+05,yes,yes
slow,00,low,6.354232e+07,4.643229e+08,4.500000e+06,103,20u,2.006440e-05,7.216827e+05,58.798,4.500000e+05,no,yes
slow,00,low,6.354232e+07,4.643229e+08,4.500000e+06,103,40u,4.007872e-05,1.316301e+06,56.970,4.500000e+05,no,yes
slow,00,low,6.354232e+07,4.643229e+08,4.500000e+06,103,80u,8.003451e-05,2.280541e+06,47.990,4.500000e+05,no,yes
slow,00,low,6.354232e+07,4.643229e+08,5.500000e+06,84,2.5u,2.517044e-06,1.793348e+05,33.764,5.500000e+05,yes,no
slow,00,low,6.354232e+07,4.643229e+08,5.500000e+06,84,5u,5.028064e-06,2.816654e+05,44.708,5.500000e+05,yes,no
slow,00,low,6.354232e+07,4.643229e+08,5.500000e+06,84,10u,1.004412e-05,4.769228e+05,54.856,5.500000e+05,yes,yes
slow,00,low,6.354232e+07,4.643229e+08,5.500000e+06,84,20u,2.006440e-05,8.625695e+05,59.199,5.500000e+05,no,yes
slow,00,low,6.354232e+07,4.643229e+08,5.500000e+06,84,40u,4.007872e-05,1.560000e+06,54.860,5.500000e+05,no,yes
slow,00,low,6.354232e+07,4.643229e+08,5.500000e+06,84,80u,8.003451e-05,2.640889e+06,44.719,5.500000e+05,no,no
slow,00,low,6.354232e+07,4.643229e+08,6.500000e+06,71,2.5u,2.517044e-06,1.989953e+05,36.308,6.500000e+05,yes,no
slow,00,low,6.354232e+07,4.643229e+08,6.500000e+06,71,5u,5.028064e-06,3.177166e+05,47.413,6.500000e+05,yes,yes
slow,00,low,6.354232e+07,4.643229e+08,6.500000e+06,71,10u,1.004412e-05,5.484033e+05,56.640,6.500000e+05,yes,yes
slow,00,low,6.354232e+07,4.643229e+08,6.500000e+06,71,20u,2.006440e-05,9.993039e+05,58.927,6.500000e+05,no,yes
slow,00,low,6.354232e+07,4.643229e+08,6.500000e+06,71,40u,4.007872e-05,1.786252e+06,52.723,6.500000e+05,no,yes
slow,00,low,6.354232e+07,4.643229e+08,6.500000e+06,71,80u,8.003451e-05,2.965293e+06,41.983,6.500000e+05,no,no
slow,00,mid,1.683806e+08,5.338997e+08,4.500000e+06,119,2.5u,2.517044e-06,2.690506e+05,43.639,4.500000e+05,yes,no
slow,00,mid,1.683806e+08,5.338997e+08,4.500000e+06,119,5u,5.028064e-06,4.520837e+05,54.058,4.500000e+05,no,yes
slow,00,mid,1.683806e+08,5.338997e+08,4.500000e+06,119,10u,1.004412e-05,8.142847e+05,59.157,4.500000e+05,no,yes
slow,00,mid,1.683806e+08,5.338997e+08,4.500000e+06,119,20u,2.006440e-05,1.477861e+06,55.603,4.500000e+05,no,yes
slow,00,mid,1.683806e+08,5.338997e+08,4.500000e+06,119,40u,4.007872e-05,2.521430e+06,45.779,4.500000e+05,no,yes
slow,00,mid,1.683806e+08,5.338997e+08,4.500000e+06,119,80u,8.003451e-05,3.984226e+06,34.757,4.500000e+05,no,no
slow,00,mid,1.683806e+08,5.338997e+08,5.500000e+06,97,2.5u,2.517044e-06,3.109752e+05,46.944,5.500000e+05,yes,yes
slow,00,mid,1.683806e+08,5.338997e+08,5.500000e+06,97,5u,5.028064e-06,5.349978e+05,56.356,5.500000e+05,yes,yes
slow,00,mid,1.683806e+08,5.338997e+08,5.500000e+06,97,10u,1.004412e-05,9.739141e+05,59.013,5.500000e+05,no,yes
slow,00,mid,1.683806e+08,5.338997e+08,5.500000e+06,97,20u,2.006440e-05,1.745010e+06,53.119,5.500000e+05,no,yes
slow,00,mid,1.683806e+08,5.338997e+08,5.500000e+06,97,40u,4.007872e-05,2.907294e+06,42.457,5.500000e+05,no,no
slow,00,mid,1.683806e+08,5.338997e+08,5.500000e+06,97,80u,8.003451e-05,4.509737e+06,31.763,5.500000e+05,no,no
slow,00,mid,1.683806e+08,5.338997e+08,6.500000e+06,82,2.5u,2.517044e-06,3.521351e+05,49.572,6.500000e+05,yes,yes
slow,00,mid,1.683806e+08,5.338997e+08,6.500000e+06,82,5u,5.028064e-06,6.169213e+05,57.790,6.500000e+05,yes,yes
slow,00,mid,1.683806e+08,5.338997e+08,6.500000e+06,82,10u,1.004412e-05,1.127101e+06,58.301,6.500000e+05,no,yes
slow,00,mid,1.683806e+08,5.338997e+08,6.500000e+06,82,20u,2.006440e-05,1.990189e+06,50.756,6.500000e+05,no,yes
slow,00,mid,1.683806e+08,5.338997e+08,6.500000e+06,82,40u,4.007872e-05,3.252597e+06,39.738,6.500000e+05,no,no
slow,00,mid,1.683806e+08,5.338997e+08,6.500000e+06,82,80u,8.003451e-05,4.978616e+06,29.440,6.500000e+05,no,no
slow,00,mid,1.683806e+08,5.338997e+08,7.500000e+06,71,2.5u,2.517044e-06,3.932676e+05,51.701,7.500000e+05,yes,yes
slow,00,mid,1.683806e+08,5.338997e+08,7.500000e+06,71,5u,5.028064e-06,6.986174e+05,58.639,7.500000e+05,yes,yes
slow,00,mid,1.683806e+08,5.338997e+08,7.500000e+06,71,10u,1.004412e-05,1.275312e+06,57.288,7.500000e+05,no,yes
slow,00,mid,1.683806e+08,5.338997e+08,7.500000e+06,71,20u,2.006440e-05,2.219049e+06,48.568,7.500000e+05,no,yes
slow,00,mid,1.683806e+08,5.338997e+08,7.500000e+06,71,40u,4.007872e-05,3.570006e+06,37.451,7.500000e+05,no,no
slow,00,mid,1.683806e+08,5.338997e+08,7.500000e+06,71,80u,8.003451e-05,5.409575e+06,27.554,7.500000e+05,no,no
slow,00,top,1.622489e+08,7.426242e+08,6.500000e+06,114,2.5u,2.517044e-06,2.701397e+05,43.734,6.500000e+05,yes,no
slow,00,top,1.622489e+08,7.426242e+08,6.500000e+06,114,5u,5.028064e-06,4.542223e+05,54.131,6.500000e+05,yes,yes
slow,00,top,1.622489e+08,7.426242e+08,6.500000e+06,114,10u,1.004412e-05,8.184533e+05,59.164,6.500000e+05,no,yes
slow,00,top,1.622489e+08,7.426242e+08,6.500000e+06,114,20u,2.006440e-05,1.485008e+06,55.540,6.500000e+05,no,yes
slow,00,top,1.622489e+08,7.426242e+08,6.500000e+06,114,40u,4.007872e-05,2.531929e+06,45.684,6.500000e+05,no,yes
slow,00,top,1.622489e+08,7.426242e+08,6.500000e+06,114,80u,8.003451e-05,3.998555e+06,34.669,6.500000e+05,no,no
slow,00,top,1.622489e+08,7.426242e+08,7.500000e+06,99,2.5u,2.517044e-06,2.983514e+05,46.022,7.500000e+05,yes,yes
slow,00,top,1.622489e+08,7.426242e+08,7.500000e+06,99,5u,5.028064e-06,5.099370e+05,55.766,7.500000e+05,yes,yes
slow,00,top,1.622489e+08,7.426242e+08,7.500000e+06,99,10u,1.004412e-05,9.261365e+05,59.135,7.500000e+05,no,yes
slow,00,top,1.622489e+08,7.426242e+08,7.500000e+06,99,20u,2.006440e-05,1.666416e+06,53.867,7.500000e+05,no,yes
slow,00,top,1.622489e+08,7.426242e+08,7.500000e+06,99,40u,4.007872e-05,2.795014e+06,43.393,7.500000e+05,no,no
slow,00,top,1.622489e+08,7.426242e+08,7.500000e+06,99,80u,8.003451e-05,4.357085e+06,32.587,7.500000e+05,no,no
