corner_tag,twin_r_s,in_window_lock_rail,tau_assert_s,tau_assert_xwin,tau_deassert_s,tau_deassert_xwin,hysteresis_s,hysteresis_pct_of_window,chatter,lock_min_deep_v,lock_max_deep_v,trec_s,vwin_min_zeroerr_v,vwin_max_zeroerr_v,idd_inlock_a,idd_outlock_a,ladder_states_discharged_start,ladder_states_charged_start,rc_s,tref_s,rc_over_tref,n_cycles,settle_frac
mos_tt_res_bcs_125c_3.3v_24p4MHz_real,7.959140e-09,lo,1.591828e-08,2.000000e+00,2.387742e-08,3.000000e+00,7.959140e-09,1.000000e+02,steady,3.295810e+00,3.303470e+00,1.717890e-06,3.217620e+00,3.220340e+00,2.139450e-05,4.516660e-05,IIIIIIOOOOOOOOOOOOOOO,IIIIIIIIIOOOOOOOOOOOO,2.285411e-06,4.098361e-08,55.764,224,0.9820
mos_tt_res_wcs_-40c_3.3v_24p4MHz_real,5.855460e-09,lo,7.319325e-09,1.250000e+00,1.024706e-08,1.750000e+00,2.927730e-09,5.000000e+01,steady,3.295120e+00,3.304360e+00,4.192350e-06,3.065060e+00,3.068250e+00,1.981780e-05,8.765790e-05,IIIOOOOOOOOOOOOOOOOOO,IIIIIOOOOOOOOOOOOOOOO,5.575899e-06,4.098361e-08,136.052,391,0.9435
mos_ff_res_wcs_-40c_3.3v_24p4MHz_real,5.007140e-09,lo,6.258925e-09,1.250000e+00,8.762495e-09,1.750000e+00,2.503570e-09,5.000000e+01,steady,3.294570e+00,3.305010e+00,4.201770e-06,3.063370e+00,3.066580e+00,2.239870e-05,9.676390e-05,IIIOOOOOOOOOOOOOOOOOO,IIIIIOOOOOOOOOOOOOOOO,5.575899e-06,4.098361e-08,136.052,391,0.9435
mos_ss_res_bcs_125c_3.3v_24p4MHz_real,9.423090e-09,lo,1.884618e-08,2.000000e+00,2.355772e-08,2.500000e+00,4.711545e-09,5.000000e+01,steady,3.296140e+00,3.302790e+00,1.714360e-06,3.218260e+00,3.220970e+00,2.131280e-05,4.456400e-05,IIIIIIOOOOOOOOOOOOOOO,IIIIIIIIOOOOOOOOOOOOO,2.285411e-06,4.098361e-08,55.764,224,0.9820
mos_tt_res_typ_27c_3.63v_24p4MHz_real,6.100970e-09,lo,9.151455e-09,1.500000e+00,1.372718e-08,2.250000e+00,4.575727e-09,7.500000e+01,steady,3.624680e+00,3.634620e+00,2.882780e-06,3.540090e+00,3.541850e+00,2.419850e-05,7.668030e-05,IIIIOOOOOOOOOOOOOOOOO,IIIIIIIOOOOOOOOOOOOOO,3.833906e-06,4.098361e-08,93.547,375,0.9818
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal-0.20,5.383530e-09,lo,3.230118e-08,6.000000e+00,5.383530e-08,1.000000e+01,2.153412e-08,4.000000e+02,steady,3.294820e+00,3.302770e+00,2.350740e-06,3.198230e+00,3.214190e+00,2.878440e-06,6.867210e-05,IIIIIIIIIIIIIOOOOOOOO,IIIIIIIIIIIIIIIIOOOOO,3.067125e-06,2.857143e-07,10.735,43,0.9818
mos_tt_res_typ_27c_3.3v_3p5MHz_ideal0.20,7.954300e-09,lo,3.181720e-08,4.000000e+00,6.363440e-08,8.000000e+00,3.181720e-08,4.000000e+02,steady,3.296380e+00,3.301940e+00,3.413740e-06,3.157800e+00,3.173620e+00,2.836950e-06,6.199850e-05,IIIIIIIIIIIOOOOOOOOOO,IIIIIIIIIIIIIIIOOOOOO,4.600687e-06,2.857143e-07,16.102,56,0.9691
mos_ff_res_typ_27c_3.3v_3p5MHz_real,5.735620e-09,lo,2.867810e-08,5.000000e+00,4.588496e-08,8.000000e+00,1.720686e-08,3.000000e+02,steady,3.294850e+00,3.302350e+00,2.888670e-06,3.208660e+00,3.220430e+00,3.110860e-06,7.074120e-05,IIIIIIIIIIIIOOOOOOOOO,IIIIIIIIIIIIIIIOOOOOO,3.833906e-06,2.857143e-07,13.419,54,0.9821
mos_ss_res_typ_27c_3.3v_3p5MHz_real,7.980440e-09,lo,3.192176e-08,4.000000e+00,6.384352e-08,8.000000e+00,3.192176e-08,4.000000e+02,steady,3.296000e+00,3.302080e+00,2.876260e-06,3.210080e+00,3.221640e+00,2.786320e-06,5.487840e-05,IIIIIIIIIIIOOOOOOOOOO,IIIIIIIIIIIIIIIOOOOOO,3.833906e-06,2.857143e-07,13.419,54,0.9821
mos_tt_res_typ_27c_2.97v_3p5MHz_real,7.425050e-09,lo,3.712525e-08,5.000000e+00,5.940040e-08,8.000000e+00,2.227515e-08,3.000000e+02,steady,2.966280e+00,2.971750e+00,2.881490e-06,2.888690e+00,2.899160e+00,2.476020e-06,5.141090e-05,IIIIIIIIIIIIOOOOOOOOO,IIIIIIIIIIIIIIIOOOOOO,3.833906e-06,2.857143e-07,13.419,54,0.9821
mos_tt_res_typ_27c_3.63v_3p5MHz_real,6.100970e-09,lo,3.050485e-08,5.000000e+00,4.880776e-08,8.000000e+00,1.830291e-08,3.000000e+02,steady,3.624730e+00,3.632370e+00,2.882780e-06,3.530110e+00,3.542970e+00,3.297740e-06,7.562040e-05,IIIIIIIIIIIIOOOOOOOOO,IIIIIIIIIIIIIIIOOOOOO,3.833906e-06,2.857143e-07,13.419,54,0.9821
