corner_tag,twin_r_s,in_window_lock_rail,tau_assert_s,tau_assert_xwin,tau_deassert_s,tau_deassert_xwin,hysteresis_s,hysteresis_pct_of_window,chatter,lock_min_deep_v,lock_max_deep_v,trec_s,vwin_min_zeroerr_v,vwin_max_zeroerr_v,idd_inlock_a,idd_outlock_a,ladder_states_discharged_start,ladder_states_charged_start
mos_tt_res_bcs_27c_3.3v_25MHz_real,2.894530e-10,lo,3.328709e-10,1.150000e+00,3.328709e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.238450e-01,3.364430e+00,1.017360e-09,3.299960e+00,3.300040e+00,1.962690e-05,5.167870e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_bcs_27c_3.3v_25MHz_ideal-0.20,2.781980e-10,lo,3.199277e-10,1.150000e+00,3.199277e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.373060e-01,3.372780e+00,8.934100e-10,3.299940e+00,3.300050e+00,1.953840e-05,4.952470e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_bcs_27c_3.3v_25MHz_ideal0.00,2.894630e-10,lo,3.328824e-10,1.150000e+00,3.328824e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.238480e-01,3.364440e+00,1.017350e-09,3.299960e+00,3.300040e+00,1.962670e-05,5.167940e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_bcs_27c_3.3v_25MHz_ideal0.20,3.000730e-10,lo,3.900949e-10,1.300000e+00,3.900949e-10,1.300000e+00,0.000000e+00,0.000000e+00,chatter,-1.156930e-01,3.357400e+00,1.140780e-09,3.299970e+00,3.300040e+00,1.967280e-05,5.380420e-05,IIIIITTTTTTTTT,IIIIITTTTTTTTT
mos_tt_res_bcs_125c_3.3v_25MHz_real,3.526600e-10,lo,4.055590e-10,1.150000e+00,4.055590e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.305180e-01,3.373340e+00,8.026170e-10,3.299950e+00,3.300040e+00,2.057590e-05,5.762490e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_bcs_125c_3.3v_25MHz_ideal-0.20,3.392060e-10,lo,3.900869e-10,1.150000e+00,3.900869e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.450490e-01,3.382750e+00,7.023760e-10,3.299940e+00,3.300050e+00,2.044730e-05,5.544070e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_bcs_125c_3.3v_25MHz_ideal0.00,3.526800e-10,lo,4.055820e-10,1.150000e+00,4.055820e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.305190e-01,3.373340e+00,8.025530e-10,3.299950e+00,3.300040e+00,2.057640e-05,5.762640e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_bcs_125c_3.3v_25MHz_ideal0.20,3.657160e-10,lo,4.754308e-10,1.300000e+00,4.754308e-10,1.300000e+00,0.000000e+00,0.000000e+00,chatter,-1.184710e-01,3.366660e+00,9.021340e-10,3.299960e+00,3.300030e+00,2.066410e-05,5.979480e-05,IIIIITTTTTTTTT,IIIIITTTTTTTTT
mos_tt_res_typ_-40c_2.97v_25MHz_real,2.735230e-10,lo,3.145514e-10,1.150000e+00,3.145514e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.133610e-01,3.007610e+00,1.563530e-09,2.969970e+00,2.970040e+00,1.627200e-05,4.223910e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_typ_-40c_3.63v_25MHz_real,2.356130e-10,lo,2.709549e-10,1.150000e+00,2.709549e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.288810e-01,3.670030e+00,1.575770e-09,3.629950e+00,3.630050e+00,2.225440e-05,5.453740e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_typ_27c_2.97v_25MHz_real,3.159480e-10,lo,3.633402e-10,1.150000e+00,3.633402e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.165540e-01,3.018820e+00,1.343370e-09,2.969960e+00,2.970040e+00,1.676360e-05,4.387130e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_typ_27c_3.63v_25MHz_real,2.696930e-10,lo,3.101469e-10,1.150000e+00,3.101469e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.390750e-01,3.681020e+00,1.352450e-09,3.629950e+00,3.630050e+00,2.244640e-05,5.561180e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_typ_125c_2.97v_25MHz_real,3.868220e-10,lo,4.448453e-10,1.150000e+00,4.448453e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.219240e-01,3.034280e+00,1.061280e-09,2.969960e+00,2.970040e+00,1.782900e-05,4.861310e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_typ_125c_3.63v_25MHz_real,3.267370e-10,lo,3.757475e-10,1.150000e+00,3.757475e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.417480e-01,3.698750e+00,1.073190e-09,3.629950e+00,3.630050e+00,2.321880e-05,5.971470e-05,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_typ_27c_3.3v_1MHz_real,2.894530e-10,lo,3.328709e-10,1.150000e+00,3.328709e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.253240e-01,3.357200e+00,1.357400e-09,3.299960e+00,3.300040e+00,7.868050e-07,1.994090e-06,IIIITTTTTTTTTT,IIIITTTTTTTTTT
mos_tt_res_typ_27c_3.3v_5MHz_real,2.894530e-10,lo,3.328709e-10,1.150000e+00,3.328709e-10,1.150000e+00,0.000000e+00,0.000000e+00,chatter,-1.253190e-01,3.357200e+00,1.347360e-09,3.299960e+00,3.300040e+00,3.933270e-06,9.970450e-06,IIIITTTTTTTTTT,IIIITTTTTTTTTT
