arm,mos_corner,temp_c,vdd_v,iref_a,state,vout_v,icp_a
schematic,mos_fs,125,3.3,2.5u,dn,1.65,-2.50852292e-06
schematic,mos_fs,125,3.3,2.5u,up,1.65,2.5004708e-06
schematic,mos_fs,125,3.3,20u,both,1.65,-3.51411822e-08
schematic,mos_fs,125,3.3,20u,dn,1.65,-2.00371743e-05
schematic,mos_fs,125,3.3,20u,up,1.65,2.00020661e-05
schematic,mos_fs,125,3.3,40u,both,1.65,-1.47495907e-07
schematic,mos_fs,125,3.3,40u,dn,1.65,-4.01692303e-05
schematic,mos_fs,125,3.3,40u,up,1.65,4.00217578e-05
schematic,mos_fs,125,3.3,5u,both,1.65,-1.11843901e-08
schematic,mos_fs,125,3.3,5u,dn,1.65,-5.01168237e-06
schematic,mos_fs,125,3.3,5u,up,1.65,5.00054493e-06
schematic,mos_fs,125,3.3,80u,both,1.65,-7.13196199e-07
schematic,mos_fs,125,3.3,80u,dn,1.65,-8.08874048e-05
schematic,mos_fs,125,3.3,80u,up,1.65,8.01727015e-05
schematic,mos_fs,27,3.3,10u,both,1.65,-1.80190544e-08
schematic,mos_fs,27,3.3,10u,dn,1.65,-1.00184633e-05
schematic,mos_fs,27,3.3,10u,up,1.65,1.00004443e-05
schematic,mos_fs,27,3.3,2.5u,both,1.65,-8.6735212e-09
schematic,mos_fs,27,3.3,2.5u,dn,1.65,-2.50892162e-06
schematic,mos_fs,27,3.3,2.5u,up,1.65,2.50024813e-06
schematic,mos_fs,27,3.3,20u,both,1.65,-2.7162448e-08
schematic,mos_fs,27,3.3,20u,dn,1.65,-2.00279171e-05
schematic,mos_fs,27,3.3,20u,up,1.65,2.00007547e-05
schematic,mos_fs,27,3.3,40u,both,1.65,-5.1158071e-08
schematic,mos_fs,27,3.3,40u,dn,1.65,-4.0053416e-05
schematic,mos_fs,27,3.3,40u,up,1.65,4.00022554e-05
schematic,mos_fs,27,3.3,5u,both,1.65,-1.23092836e-08
schematic,mos_fs,27,3.3,5u,dn,1.65,-5.01262017e-06
schematic,mos_fs,27,3.3,5u,up,1.65,5.00031092e-06
schematic,mos_fs,27,3.3,80u,both,1.65,-2.15845601e-07
schematic,mos_fs,27,3.3,80u,dn,1.65,-8.02561641e-05
schematic,mos_fs,27,3.3,80u,up,1.65,8.00402586e-05
schematic,mos_sf,-40,3.3,10u,both,1.65,-1.78610054e-08
schematic,mos_sf,-40,3.3,10u,dn,1.65,-1.00182967e-05
schematic,mos_sf,-40,3.3,10u,up,1.65,1.00004357e-05
schematic,mos_sf,-40,3.3,2.5u,both,1.65,-8.46385476e-09
schematic,mos_sf,-40,3.3,2.5u,dn,1.65,-2.50868203e-06
schematic,mos_sf,-40,3.3,2.5u,up,1.65,2.50021818e-06
schematic,mos_sf,-40,3.3,20u,both,1.65,-2.5091946e-08
schematic,mos_sf,-40,3.3,20u,dn,1.65,-2.00258058e-05
schematic,mos_sf,-40,3.3,20u,up,1.65,2.00007138e-05
schematic,mos_sf,-40,3.3,40u,both,1.65,-3.57471532e-08
schematic,mos_sf,-40,3.3,40u,dn,1.65,-4.0037257e-05
schematic,mos_sf,-40,3.3,40u,up,1.65,4.00015082e-05
schematic,mos_sf,-40,3.3,5u,both,1.65,-1.23787751e-08
schematic,mos_sf,-40,3.3,5u,dn,1.65,-5.01267265e-06
schematic,mos_sf,-40,3.3,5u,up,1.65,5.00029388e-06
schematic,mos_sf,-40,3.3,80u,both,1.65,-6.46883798e-08
schematic,mos_sf,-40,3.3,80u,dn,1.65,-8.00778906e-05
schematic,mos_sf,-40,3.3,80u,up,1.65,8.00131099e-05
schematic,mos_sf,125,3.3,10u,both,1.65,-1.49907233e-08
schematic,mos_sf,125,3.3,10u,dn,1.65,-1.0015837e-05
schematic,mos_sf,125,3.3,10u,up,1.65,1.00009658e-05
schematic,mos_sf,125,3.3,2.5u,both,1.65,-7.32867819e-09
schematic,mos_sf,125,3.3,2.5u,dn,1.65,-2.50767741e-06
schematic,mos_sf,125,3.3,2.5u,up,1.65,2.50052262e-06
schematic,mos_sf,125,3.3,20u,both,1.65,-2.7207182e-08
schematic,mos_sf,125,3.3,20u,dn,1.65,-2.00304545e-05
schematic,mos_sf,125,3.3,20u,up,1.65,2.00033302e-05
schematic,mos_sf,125,3.3,40u,both,1.65,-9.79572941e-08
schematic,mos_sf,125,3.3,40u,dn,1.65,-4.01329849e-05
schematic,mos_sf,125,3.3,40u,up,1.65,4.00350807e-05
schematic,mos_sf,125,3.3,5u,both,1.65,-1.00061182e-08
schematic,mos_sf,125,3.3,5u,dn,1.65,-5.01047483e-06
schematic,mos_sf,125,3.3,5u,up,1.65,5.00062072e-06
schematic,mos_sf,125,3.3,80u,both,1.65,-5.66638478e-07
schematic,mos_sf,125,3.3,80u,dn,1.65,-8.07871371e-05
schematic,mos_sf,125,3.3,80u,up,1.65,8.02188333e-05
schematic,mos_sf,27,3.3,10u,both,1.65,-1.61790268e-08
schematic,mos_sf,27,3.3,10u,dn,1.65,-1.00166743e-05
schematic,mos_sf,27,3.3,10u,up,1.65,1.00004955e-05
schematic,mos_sf,27,3.3,2.5u,both,1.65,-7.93621666e-09
schematic,mos_sf,27,3.3,2.5u,dn,1.65,-2.50820354e-06
schematic,mos_sf,27,3.3,2.5u,up,1.65,2.50026764e-06
schematic,mos_sf,27,3.3,20u,both,1.65,-2.38151302e-08
schematic,mos_sf,27,3.3,20u,dn,1.65,-2.00247023e-05
schematic,mos_sf,27,3.3,20u,up,1.65,2.00008867e-05
schematic,mos_sf,27,3.3,40u,both,1.65,-4.14568068e-08
schematic,mos_sf,27,3.3,40u,dn,1.65,-4.004474e-05
schematic,mos_sf,27,3.3,40u,up,1.65,4.00032812e-05
schematic,mos_sf,27,3.3,5u,both,1.65,-1.11850974e-08
schematic,mos_sf,27,3.3,5u,dn,1.65,-5.01152467e-06
schematic,mos_sf,27,3.3,5u,up,1.65,5.00033985e-06
schematic,mos_sf,27,3.3,80u,both,1.65,-1.48565281e-07
schematic,mos_sf,27,3.3,80u,dn,1.65,-8.02097332e-05
schematic,mos_sf,27,3.3,80u,up,1.65,8.00609182e-05
schematic,mos_ss,-40,3.3,10u,both,1.65,-1.70242874e-08
schematic,mos_ss,-40,3.3,10u,dn,1.65,-1.00173982e-05
schematic,mos_ss,-40,3.3,10u,up,1.65,1.00003739e-05
schematic,mos_ss,-40,3.3,2.5u,both,1.65,-8.13406862e-09
schematic,mos_ss,-40,3.3,2.5u,dn,1.65,-2.50832955e-06
schematic,mos_ss,-40,3.3,2.5u,up,1.65,2.50019548e-06
schematic,mos_ss,-40,3.3,20u,both,1.65,-2.3784122e-08
schematic,mos_ss,-40,3.3,20u,dn,1.65,-2.00243708e-05
schematic,mos_ss,-40,3.3,20u,up,1.65,2.00005859e-05
schematic,mos_ss,-40,3.3,40u,both,1.65,-3.36784703e-08
schematic,mos_ss,-40,3.3,40u,dn,1.65,-4.00347746e-05
schematic,mos_ss,-40,3.3,40u,up,1.65,4.00010937e-05
schematic,mos_ss,-40,3.3,5u,both,1.65,-1.18529185e-08
schematic,mos_ss,-40,3.3,5u,dn,1.65,-5.01211121e-06
schematic,mos_ss,-40,3.3,5u,up,1.65,5.00025829e-06
schematic,mos_ss,-40,3.3,80u,both,1.65,-6.44804944e-08
schematic,mos_ss,-40,3.3,80u,dn,1.65,-8.00708487e-05
schematic,mos_ss,-40,3.3,80u,up,1.65,8.000627e-05
schematic,mos_ss,125,3.3,10u,both,1.65,-1.43441657e-08
schematic,mos_ss,125,3.3,10u,dn,1.65,-1.00150326e-05
schematic,mos_ss,125,3.3,10u,up,1.65,1.00007187e-05
schematic,mos_ss,125,3.3,2.5u,both,1.65,-7.07691505e-09
schematic,mos_ss,125,3.3,2.5u,dn,1.65,-2.50749039e-06
schematic,mos_ss,125,3.3,2.5u,up,1.65,2.50044867e-06
schematic,mos_ss,125,3.3,20u,both,1.65,-2.62478566e-08
schematic,mos_ss,125,3.3,20u,dn,1.65,-2.00279326e-05
schematic,mos_ss,125,3.3,20u,up,1.65,2.0001711e-05
schematic,mos_ss,125,3.3,40u,both,1.65,-1.01467077e-07
schematic,mos_ss,125,3.3,40u,dn,1.65,-4.01184145e-05
schematic,mos_ss,125,3.3,40u,up,1.65,4.0016972e-05
schematic,mos_ss,125,3.3,5u,both,1.65,-9.62185759e-09
schematic,mos_ss,125,3.3,5u,dn,1.65,-5.01010292e-06
schematic,mos_ss,125,3.3,5u,up,1.65,5.00051425e-06
schematic,mos_ss,125,3.3,80u,both,1.65,-5.87372965e-07
schematic,mos_ss,125,3.3,80u,dn,1.65,-8.07416222e-05
schematic,mos_ss,125,3.3,80u,up,1.65,8.01517824e-05
schematic,mos_ss,27,3.3,10u,both,1.65,-1.54354547e-08
schematic,mos_ss,27,3.3,10u,dn,1.65,-1.00158558e-05
schematic,mos_ss,27,3.3,10u,up,1.65,1.00004204e-05
schematic,mos_ss,27,3.3,2.5u,both,1.65,-7.63406464e-09
schematic,mos_ss,27,3.3,2.5u,dn,1.65,-2.50787261e-06
schematic,mos_ss,27,3.3,2.5u,up,1.65,2.50023856e-06
schematic,mos_ss,27,3.3,20u,both,1.65,-2.25690117e-08
schematic,mos_ss,27,3.3,20u,dn,1.65,-2.00232672e-05
schematic,mos_ss,27,3.3,20u,up,1.65,2.00006974e-05
schematic,mos_ss,27,3.3,40u,both,1.65,-3.92335362e-08
schematic,mos_ss,27,3.3,40u,dn,1.65,-4.00411542e-05
schematic,mos_ss,27,3.3,40u,up,1.65,4.00019178e-05
schematic,mos_ss,27,3.3,5u,both,1.65,-1.07227181e-08
schematic,mos_ss,27,3.3,5u,dn,1.65,-5.0110197e-06
schematic,mos_ss,27,3.3,5u,up,1.65,5.00029699e-06
schematic,mos_ss,27,3.3,80u,both,1.65,-1.57699205e-07
schematic,mos_ss,27,3.3,80u,dn,1.65,-8.01904017e-05
schematic,mos_ss,27,3.3,80u,up,1.65,8.00324232e-05
schematic,mos_tt,-40,3.3,10u,both,1.65,-1.88128613e-08
schematic,mos_tt,-40,3.3,10u,dn,1.65,-1.00192277e-05
schematic,mos_tt,-40,3.3,10u,up,1.65,1.00004149e-05
schematic,mos_tt,-40,3.3,2.5u,both,1.65,-8.83337885e-09
schematic,mos_tt,-40,3.3,2.5u,dn,1.65,-2.50904418e-06
schematic,mos_tt,-40,3.3,2.5u,up,1.65,2.50021081e-06
schematic,mos_tt,-40,3.3,20u,both,1.65,-2.66328844e-08
schematic,mos_tt,-40,3.3,20u,dn,1.65,-2.00273027e-05
schematic,mos_tt,-40,3.3,20u,up,1.65,2.00006698e-05
schematic,mos_tt,-40,3.3,40u,both,1.65,-3.85397031e-08
schematic,mos_tt,-40,3.3,40u,dn,1.65,-4.00398938e-05
schematic,mos_tt,-40,3.3,40u,up,1.65,4.00013522e-05
schematic,mos_tt,-40,3.3,5u,both,1.65,-1.29695638e-08
schematic,mos_tt,-40,3.3,5u,dn,1.65,-5.01325165e-06
schematic,mos_tt,-40,3.3,5u,up,1.65,5.00028209e-06
schematic,mos_tt,-40,3.3,80u,both,1.65,-7.56668565e-08
schematic,mos_tt,-40,3.3,80u,dn,1.65,-8.00857802e-05
schematic,mos_tt,-40,3.3,80u,up,1.65,8.0010098e-05
schematic,mos_tt,125,3.3,10u,both,1.65,-1.60636954e-08
schematic,mos_tt,125,3.3,10u,dn,1.65,-1.00168616e-05
schematic,mos_tt,125,3.3,10u,up,1.65,1.00008623e-05
schematic,mos_tt,125,3.3,2.5u,both,1.65,-7.6960019e-09
schematic,mos_tt,125,3.3,2.5u,dn,1.65,-2.50810328e-06
schematic,mos_tt,125,3.3,2.5u,up,1.65,2.50049528e-06
schematic,mos_tt,125,3.3,20u,both,1.65,-3.09550131e-08
schematic,mos_tt,125,3.3,20u,dn,1.65,-2.0033477e-05
schematic,mos_tt,125,3.3,20u,up,1.65,2.000257e-05
schematic,mos_tt,125,3.3,40u,both,1.65,-1.22035207e-07
schematic,mos_tt,125,3.3,40u,dn,1.65,-4.01496832e-05
schematic,mos_tt,125,3.3,40u,up,1.65,4.00276795e-05
schematic,mos_tt,125,3.3,5u,both,1.65,-1.05648403e-08
schematic,mos_tt,125,3.3,5u,dn,1.65,-5.01106624e-06
schematic,mos_tt,125,3.3,5u,up,1.65,5.00057985e-06
schematic,mos_tt,125,3.3,80u,both,1.65,-6.39505804e-07
schematic,mos_tt,125,3.3,80u,dn,1.65,-8.08358993e-05
schematic,mos_tt,125,3.3,80u,up,1.65,8.01946009e-05
schematic,mos_tt,27,3.0,10u,both,1.5,-1.46399129e-08
schematic,mos_tt,27,3.0,10u,dn,1.5,-1.00150421e-05
schematic,mos_tt,27,3.0,10u,up,1.5,1.00004022e-05
schematic,mos_tt,27,3.0,2.5u,both,1.5,-7.18577239e-09
schematic,mos_tt,27,3.0,2.5u,dn,1.5,-2.50740935e-06
schematic,mos_tt,27,3.0,2.5u,up,1.5,2.50022369e-06
schematic,mos_tt,27,3.0,20u,both,1.5,-2.17417144e-08
schematic,mos_tt,27,3.0,20u,dn,1.5,-2.00224413e-05
schematic,mos_tt,27,3.0,20u,up,1.5,2.00006987e-05
schematic,mos_tt,27,3.0,40u,both,1.5,-4.02204432e-08
schematic,mos_tt,27,3.0,40u,dn,1.5,-4.00426848e-05
schematic,mos_tt,27,3.0,40u,up,1.5,4.00024167e-05
schematic,mos_tt,27,3.0,5u,both,1.5,-1.01151079e-08
schematic,mos_tt,27,3.0,5u,dn,1.5,-5.01039556e-06
schematic,mos_tt,27,3.0,5u,up,1.5,5.00028055e-06
schematic,mos_tt,27,3.0,80u,both,1.5,-1.7104808e-07
schematic,mos_tt,27,3.0,80u,dn,1.5,-8.02172954e-05
schematic,mos_tt,27,3.0,80u,up,1.5,8.0045628e-05
schematic,mos_tt,27,3.3,10u,both,1.65,-1.70576256e-08
schematic,mos_tt,27,3.3,10u,dn,1.65,-1.00175269e-05
schematic,mos_tt,27,3.3,10u,up,1.65,1.00004693e-05
schematic,mos_tt,27,3.3,2.5u,both,1.65,-8.28703566e-09
schematic,mos_tt,27,3.3,2.5u,dn,1.65,-2.50854492e-06
schematic,mos_tt,27,3.3,2.5u,up,1.65,2.50025798e-06
schematic,mos_tt,27,3.3,20u,both,1.65,-2.54049141e-08
schematic,mos_tt,27,3.3,20u,dn,1.65,-2.00262216e-05
schematic,mos_tt,27,3.3,20u,up,1.65,2.00008167e-05
schematic,mos_tt,27,3.3,40u,both,1.65,-4.6047977e-08
schematic,mos_tt,27,3.3,40u,dn,1.65,-4.0048737e-05
schematic,mos_tt,27,3.3,40u,up,1.65,4.00026867e-05
schematic,mos_tt,27,3.3,5u,both,1.65,-1.17220389e-08
schematic,mos_tt,27,3.3,5u,dn,1.65,-5.01204727e-06
schematic,mos_tt,27,3.3,5u,up,1.65,5.00032532e-06
schematic,mos_tt,27,3.3,80u,both,1.65,-1.81951444e-07
schematic,mos_tt,27,3.3,80u,dn,1.65,-8.023154e-05
schematic,mos_tt,27,3.3,80u,up,1.65,8.00495396e-05
schematic,mos_tt,27,3.6,10u,both,1.8,-1.93890745e-08
schematic,mos_tt,27,3.6,10u,dn,1.8,-1.00199217e-05
schematic,mos_tt,27,3.6,10u,up,1.8,1.00005327e-05
schematic,mos_tt,27,3.6,2.5u,both,1.8,-9.36549459e-09
schematic,mos_tt,27,3.6,2.5u,dn,1.8,-2.50965659e-06
schematic,mos_tt,27,3.6,2.5u,up,1.8,2.50029118e-06
schematic,mos_tt,27,3.6,20u,both,1.8,-2.8890879e-08
schematic,mos_tt,27,3.6,20u,dn,1.8,-2.00298148e-05
schematic,mos_tt,27,3.6,20u,up,1.8,2.00009239e-05
schematic,mos_tt,27,3.6,40u,both,1.8,-5.1384143e-08
schematic,mos_tt,27,3.6,40u,dn,1.8,-4.00542946e-05
schematic,mos_tt,27,3.6,40u,up,1.8,4.0002909e-05
schematic,mos_tt,27,3.6,5u,both,1.8,-1.32860107e-08
schematic,mos_tt,27,3.6,5u,dn,1.8,-5.01365421e-06
schematic,mos_tt,27,3.6,5u,up,1.8,5.00036828e-06
schematic,mos_tt,27,3.6,80u,both,1.8,-1.91495393e-07
schematic,mos_tt,27,3.6,80u,dn,1.8,-8.02423084e-05
schematic,mos_tt,27,3.6,80u,up,1.8,8.00507968e-05
