mos_corner,temp_c,vdd_v,iref_a,state,vout_v,icp_a
mos_ss,-40,3.3,10u,up,1.6500,1.000037e-05
mos_ss,-40,3.3,10u,dn,1.6500,-1.001740e-05
mos_ss,-40,3.3,10u,both,1.6500,-1.702429e-08
mos_ss,-40,3.3,20u,up,1.6500,2.000059e-05
mos_ss,-40,3.3,20u,dn,1.6500,-2.002437e-05
mos_ss,-40,3.3,20u,both,1.6500,-2.378412e-08
mos_ss,-40,3.3,40u,up,1.6500,4.000109e-05
mos_ss,-40,3.3,40u,dn,1.6500,-4.003477e-05
mos_ss,-40,3.3,40u,both,1.6500,-3.367847e-08
mos_ss,-40,3.3,80u,up,1.6500,8.000627e-05
mos_ss,-40,3.3,80u,dn,1.6500,-8.007085e-05
mos_ss,-40,3.3,80u,both,1.6500,-6.448049e-08
mos_ff,27,3.3,2.5u,up,1.6500,2.500278e-06
mos_ff,27,3.3,2.5u,dn,1.6500,-2.509310e-06
mos_ff,27,3.3,2.5u,both,1.6500,-9.033100e-09
mos_ff,27,3.3,5u,up,1.6500,5.000355e-06
mos_ff,27,3.3,5u,dn,1.6500,-5.013214e-06
mos_ff,27,3.3,5u,both,1.6500,-1.285938e-08
mos_ff,27,3.3,10u,up,1.6500,1.000052e-05
mos_ff,27,3.3,10u,dn,1.6500,-1.001944e-05
mos_ff,27,3.3,10u,both,1.6500,-1.891938e-08
mos_ff,27,3.3,20u,up,1.6500,2.000097e-05
mos_ff,27,3.3,20u,dn,1.6500,-2.002973e-05
mos_ff,27,3.3,20u,both,1.6500,-2.876430e-08
mos_ff,27,3.3,40u,up,1.6500,4.000411e-05
mos_ff,27,3.3,40u,dn,1.6500,-4.005877e-05
mos_ff,27,3.3,40u,both,1.6500,-5.466731e-08
mos_ff,27,3.3,80u,up,1.6500,8.007415e-05
mos_ff,27,3.3,80u,dn,1.6500,-8.028437e-05
mos_ff,27,3.3,80u,both,1.6500,-2.101881e-07
mos_ff,125,3.3,2.5u,up,1.6500,2.500555e-06
mos_ff,125,3.3,2.5u,dn,1.6500,-2.508618e-06
mos_ff,125,3.3,2.5u,both,1.6500,-8.422494e-09
mos_ff,125,3.3,5u,up,1.6500,5.000671e-06
mos_ff,125,3.3,5u,dn,1.6500,-5.012043e-06
mos_ff,125,3.3,5u,both,1.6500,-1.168423e-08
mos_ff,125,3.3,10u,up,1.6500,1.000111e-05
mos_ff,125,3.3,10u,dn,1.6500,-1.001906e-05
mos_ff,125,3.3,10u,both,1.6500,-1.819612e-08
mos_ff,125,3.3,20u,up,1.6500,2.000448e-05
mos_ff,125,3.3,20u,dn,1.6500,-2.004147e-05
mos_ff,125,3.3,20u,both,1.6500,-3.715765e-08
mos_ff,125,3.3,40u,up,1.6500,4.004388e-05
mos_ff,125,3.3,40u,dn,1.6500,-4.019163e-05
mos_ff,125,3.3,40u,both,1.6500,-1.478458e-07
mos_ff,125,3.3,80u,up,1.6500,8.024397e-05
mos_ff,125,3.3,80u,dn,1.6500,-8.094375e-05
mos_ff,125,3.3,80u,both,1.6500,-6.985276e-07
mos_ff,-40,3.3,2.5u,up,1.6500,2.500226e-06
mos_ff,-40,3.3,2.5u,dn,1.6500,-2.509849e-06
mos_ff,-40,3.3,2.5u,both,1.6500,-9.623420e-09
mos_ff,-40,3.3,5u,up,1.6500,5.000306e-06
mos_ff,-40,3.3,5u,dn,1.6500,-5.014533e-06
mos_ff,-40,3.3,5u,both,1.6500,-1.422703e-08
mos_ff,-40,3.3,10u,up,1.6500,1.000046e-05
mos_ff,-40,3.3,10u,dn,1.6500,-1.002129e-05
mos_ff,-40,3.3,10u,both,1.6500,-2.083627e-08
mos_ff,-40,3.3,20u,up,1.6500,2.000076e-05
mos_ff,-40,3.3,20u,dn,1.6500,-2.003066e-05
mos_ff,-40,3.3,20u,both,1.6500,-2.989529e-08
mos_ff,-40,3.3,40u,up,1.6500,4.000169e-05
mos_ff,-40,3.3,40u,dn,1.6500,-4.004599e-05
mos_ff,-40,3.3,40u,both,1.6500,-4.429648e-08
mos_ff,-40,3.3,80u,up,1.6500,8.001717e-05
mos_ff,-40,3.3,80u,dn,1.6500,-8.010538e-05
mos_ff,-40,3.3,80u,both,1.6500,-8.819930e-08
mos_sf,27,3.3,2.5u,up,1.6500,2.500268e-06
mos_sf,27,3.3,2.5u,dn,1.6500,-2.508204e-06
mos_sf,27,3.3,2.5u,both,1.6500,-7.936217e-09
mos_sf,27,3.3,5u,up,1.6500,5.000340e-06
mos_sf,27,3.3,5u,dn,1.6500,-5.011525e-06
mos_sf,27,3.3,5u,both,1.6500,-1.118510e-08
mos_sf,27,3.3,10u,up,1.6500,1.000050e-05
mos_sf,27,3.3,10u,dn,1.6500,-1.001667e-05
mos_sf,27,3.3,10u,both,1.6500,-1.617903e-08
mos_sf,27,3.3,20u,up,1.6500,2.000089e-05
mos_sf,27,3.3,20u,dn,1.6500,-2.002470e-05
mos_sf,27,3.3,20u,both,1.6500,-2.381513e-08
mos_sf,27,3.3,40u,up,1.6500,4.000328e-05
mos_sf,27,3.3,40u,dn,1.6500,-4.004474e-05
mos_sf,27,3.3,40u,both,1.6500,-4.145681e-08
mos_sf,27,3.3,80u,up,1.6500,8.006092e-05
mos_sf,27,3.3,80u,dn,1.6500,-8.020973e-05
mos_sf,27,3.3,80u,both,1.6500,-1.485653e-07
mos_sf,125,3.3,2.5u,up,1.6500,2.500523e-06
mos_sf,125,3.3,2.5u,dn,1.6500,-2.507677e-06
mos_sf,125,3.3,2.5u,both,1.6500,-7.328678e-09
mos_sf,125,3.3,5u,up,1.6500,5.000621e-06
mos_sf,125,3.3,5u,dn,1.6500,-5.010475e-06
mos_sf,125,3.3,5u,both,1.6500,-1.000612e-08
mos_sf,125,3.3,10u,up,1.6500,1.000097e-05
mos_sf,125,3.3,10u,dn,1.6500,-1.001584e-05
mos_sf,125,3.3,10u,both,1.6500,-1.499072e-08
mos_sf,125,3.3,20u,up,1.6500,2.000333e-05
mos_sf,125,3.3,20u,dn,1.6500,-2.003045e-05
mos_sf,125,3.3,20u,both,1.6500,-2.720718e-08
mos_sf,125,3.3,40u,up,1.6500,4.003508e-05
mos_sf,125,3.3,40u,dn,1.6500,-4.013298e-05
mos_sf,125,3.3,40u,both,1.6500,-9.795729e-08
mos_sf,125,3.3,80u,up,1.6500,8.021883e-05
mos_sf,125,3.3,80u,dn,1.6500,-8.078714e-05
mos_sf,125,3.3,80u,both,1.6500,-5.666385e-07
mos_sf,-40,3.3,2.5u,up,1.6500,2.500218e-06
mos_sf,-40,3.3,2.5u,dn,1.6500,-2.508682e-06
mos_sf,-40,3.3,2.5u,both,1.6500,-8.463855e-09
mos_sf,-40,3.3,5u,up,1.6500,5.000294e-06
mos_sf,-40,3.3,5u,dn,1.6500,-5.012673e-06
mos_sf,-40,3.3,5u,both,1.6500,-1.237878e-08
mos_sf,-40,3.3,10u,up,1.6500,1.000044e-05
mos_sf,-40,3.3,10u,dn,1.6500,-1.001830e-05
mos_sf,-40,3.3,10u,both,1.6500,-1.786101e-08
mos_sf,-40,3.3,20u,up,1.6500,2.000071e-05
mos_sf,-40,3.3,20u,dn,1.6500,-2.002581e-05
mos_sf,-40,3.3,20u,both,1.6500,-2.509195e-08
mos_sf,-40,3.3,40u,up,1.6500,4.000151e-05
mos_sf,-40,3.3,40u,dn,1.6500,-4.003726e-05
mos_sf,-40,3.3,40u,both,1.6500,-3.574715e-08
mos_sf,-40,3.3,80u,up,1.6500,8.001311e-05
mos_sf,-40,3.3,80u,dn,1.6500,-8.007789e-05
mos_sf,-40,3.3,80u,both,1.6500,-6.468838e-08
mos_fs,27,3.3,2.5u,up,1.6500,2.500248e-06
mos_fs,27,3.3,2.5u,dn,1.6500,-2.508922e-06
mos_fs,27,3.3,2.5u,both,1.6500,-8.673521e-09
mos_fs,27,3.3,5u,up,1.6500,5.000311e-06
mos_fs,27,3.3,5u,dn,1.6500,-5.012620e-06
mos_fs,27,3.3,5u,both,1.6500,-1.230928e-08
mos_fs,27,3.3,10u,up,1.6500,1.000044e-05
mos_fs,27,3.3,10u,dn,1.6500,-1.001846e-05
mos_fs,27,3.3,10u,both,1.6500,-1.801905e-08
mos_fs,27,3.3,20u,up,1.6500,2.000075e-05
mos_fs,27,3.3,20u,dn,1.6500,-2.002792e-05
mos_fs,27,3.3,20u,both,1.6500,-2.716245e-08
mos_fs,27,3.3,40u,up,1.6500,4.000226e-05
mos_fs,27,3.3,40u,dn,1.6500,-4.005342e-05
mos_fs,27,3.3,40u,both,1.6500,-5.115807e-08
mos_fs,27,3.3,80u,up,1.6500,8.004026e-05
mos_fs,27,3.3,80u,dn,1.6500,-8.025616e-05
mos_fs,27,3.3,80u,both,1.6500,-2.158456e-07
mos_fs,125,3.3,2.5u,up,1.6500,2.500471e-06
mos_fs,125,3.3,2.5u,dn,1.6500,-2.508523e-06
mos_fs,125,3.3,2.5u,both,1.6500,-8.103342e-09
mos_fs,125,3.3,5u,up,1.6500,5.000545e-06
mos_fs,125,3.3,5u,dn,1.6500,-5.011682e-06
mos_fs,125,3.3,5u,both,1.6500,-1.118439e-08
mos_fs,125,3.3,10u,up,1.6500,1.000078e-05
mos_fs,125,3.3,10u,dn,1.6500,-1.001801e-05
mos_fs,125,3.3,10u,both,1.6500,-1.726666e-08
mos_fs,125,3.3,20u,up,1.6500,2.000207e-05
mos_fs,125,3.3,20u,dn,1.6500,-2.003717e-05
mos_fs,125,3.3,20u,both,1.6500,-3.514118e-08
mos_fs,125,3.3,40u,up,1.6500,4.002176e-05
mos_fs,125,3.3,40u,dn,1.6500,-4.016923e-05
mos_fs,125,3.3,40u,both,1.6500,-1.474959e-07
mos_fs,125,3.3,80u,up,1.6500,8.017270e-05
mos_fs,125,3.3,80u,dn,1.6500,-8.088740e-05
mos_fs,125,3.3,80u,both,1.6500,-7.131962e-07
mos_fs,-40,3.3,2.5u,up,1.6500,2.500203e-06
mos_fs,-40,3.3,2.5u,dn,1.6500,-2.509441e-06
mos_fs,-40,3.3,2.5u,both,1.6500,-9.237557e-09
mos_fs,-40,3.3,5u,up,1.6500,5.000270e-06
mos_fs,-40,3.3,5u,dn,1.6500,-5.013882e-06
mos_fs,-40,3.3,5u,both,1.6500,-1.361157e-08
mos_fs,-40,3.3,10u,up,1.6500,1.000039e-05
mos_fs,-40,3.3,10u,dn,1.6500,-1.002024e-05
mos_fs,-40,3.3,10u,both,1.6500,-1.984661e-08
mos_fs,-40,3.3,20u,up,1.6500,2.000063e-05
mos_fs,-40,3.3,20u,dn,1.6500,-2.002894e-05
mos_fs,-40,3.3,20u,both,1.6500,-2.831205e-08
mos_fs,-40,3.3,40u,up,1.6500,4.000122e-05
mos_fs,-40,3.3,40u,dn,1.6500,-4.004283e-05
mos_fs,-40,3.3,40u,both,1.6500,-4.160957e-08
mos_fs,-40,3.3,80u,up,1.6500,8.000794e-05
mos_fs,-40,3.3,80u,dn,1.6500,-8.009490e-05
mos_fs,-40,3.3,80u,both,1.6500,-8.693647e-08
mos_tt,27,3.0,2.5u,up,1.5000,2.500224e-06
mos_tt,27,3.0,2.5u,dn,1.5000,-2.507409e-06
mos_tt,27,3.0,2.5u,both,1.5000,-7.185772e-09
mos_tt,27,3.0,5u,up,1.5000,5.000281e-06
mos_tt,27,3.0,5u,dn,1.5000,-5.010396e-06
mos_tt,27,3.0,5u,both,1.5000,-1.011511e-08
mos_tt,27,3.0,10u,up,1.5000,1.000040e-05
mos_tt,27,3.0,10u,dn,1.5000,-1.001504e-05
mos_tt,27,3.0,10u,both,1.5000,-1.463991e-08
mos_tt,27,3.0,20u,up,1.5000,2.000070e-05
mos_tt,27,3.0,20u,dn,1.5000,-2.002244e-05
mos_tt,27,3.0,20u,both,1.5000,-2.174171e-08
mos_tt,27,3.0,40u,up,1.5000,4.000242e-05
mos_tt,27,3.0,40u,dn,1.5000,-4.004268e-05
mos_tt,27,3.0,40u,both,1.5000,-4.022044e-08
mos_tt,27,3.0,80u,up,1.5000,8.004563e-05
mos_tt,27,3.0,80u,dn,1.5000,-8.021730e-05
mos_tt,27,3.0,80u,both,1.5000,-1.710481e-07
mos_tt,27,3.6,2.5u,up,1.8000,2.500291e-06
mos_tt,27,3.6,2.5u,dn,1.8000,-2.509657e-06
mos_tt,27,3.6,2.5u,both,1.8000,-9.365495e-09
mos_tt,27,3.6,5u,up,1.8000,5.000368e-06
mos_tt,27,3.6,5u,dn,1.8000,-5.013654e-06
mos_tt,27,3.6,5u,both,1.8000,-1.328601e-08
mos_tt,27,3.6,10u,up,1.8000,1.000053e-05
mos_tt,27,3.6,10u,dn,1.8000,-1.001992e-05
mos_tt,27,3.6,10u,both,1.8000,-1.938907e-08
mos_tt,27,3.6,20u,up,1.8000,2.000092e-05
mos_tt,27,3.6,20u,dn,1.8000,-2.002981e-05
mos_tt,27,3.6,20u,both,1.8000,-2.889088e-08
mos_tt,27,3.6,40u,up,1.8000,4.000291e-05
mos_tt,27,3.6,40u,dn,1.8000,-4.005429e-05
mos_tt,27,3.6,40u,both,1.8000,-5.138414e-08
mos_tt,27,3.6,80u,up,1.8000,8.005080e-05
mos_tt,27,3.6,80u,dn,1.8000,-8.024231e-05
mos_tt,27,3.6,80u,both,1.8000,-1.914954e-07
